Title,Author,ISBN,Circulation,Library,Branch,Code,Variable,Total_2010,Total_2011,Total_2013,Total_2012,Total_2015,Total_2014,Total_2017,Total_2016,year,value
NA,NA,NA,NA,NA,Hayden Heights,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Hayden Heights,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Hayden Heights,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,40431
NA,NA,NA,NA,NA,Hayden Heights,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Hayden Heights,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2017,23
NA,NA,NA,NA,NA,Hayden Heights,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2017,7
NA,NA,NA,NA,NA,Highland,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Highland,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Highland,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Highland,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,34080
NA,NA,NA,NA,NA,Highland,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2017,282469
NA,NA,NA,NA,NA,Highland,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Highland,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Highland,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2017,31219
NA,NA,NA,NA,NA,Highland,NA,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2017,22711
NA,NA,NA,NA,NA,Highland,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,168581
NA,NA,NA,NA,NA,Highland,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,279
NA,NA,NA,NA,NA,Highland,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,8893
NA,NA,NA,NA,NA,Highland,P18M,Young Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,105
NA,NA,NA,NA,NA,Highland,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,919
NA,NA,NA,NA,NA,Highland,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,175502
NA,NA,NA,NA,NA,Highland,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,80
NA,NA,NA,NA,NA,Highland,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,745
NA,NA,NA,NA,NA,Highland,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Highland,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,344083
NA,NA,NA,NA,NA,Highland,NA,Total Programs (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Highland,NA,Total Attendance (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Highland,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,56129
NA,NA,NA,NA,NA,Highland,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Highland,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,8179
NA,NA,NA,NA,NA,Highland,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Highland,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Highland,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,70806
NA,NA,NA,NA,NA,Highland,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Highland,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2017,38
NA,NA,NA,NA,NA,Highland,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2017,29
NA,NA,NA,NA,NA,Merriam Park,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Merriam Park,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Merriam Park,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Merriam Park,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,26161
NA,NA,NA,NA,NA,Merriam Park,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2017,145043
NA,NA,NA,NA,NA,Merriam Park,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Merriam Park,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Merriam Park,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2017,15649
NA,NA,NA,NA,NA,Merriam Park,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,108020
NA,NA,NA,NA,NA,Merriam Park,NA,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2017,15649
NA,NA,NA,NA,NA,Merriam Park,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,150
NA,NA,NA,NA,NA,Merriam Park,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,4023
NA,NA,NA,NA,NA,Merriam Park,P18M,Yound Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,7
NA,NA,NA,NA,NA,Merriam Park,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,77
NA,NA,NA,NA,NA,Merriam Park,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,180037
NA,NA,NA,NA,NA,Merriam Park,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,141
NA,NA,NA,NA,NA,Merriam Park,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,1434
NA,NA,NA,NA,NA,Merriam Park,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Merriam Park,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,288057
NA,NA,NA,NA,NA,Merriam Park,NA,Total Programs (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Merriam Park,NA,Total Attendance (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Merriam Park,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,57003
NA,NA,NA,NA,NA,Merriam Park,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Merriam Park,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,8100
NA,NA,NA,NA,NA,Merriam Park,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Merriam Park,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Merriam Park,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,71747
NA,NA,NA,NA,NA,Merriam Park,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Merriam Park,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2017,19
NA,NA,NA,NA,NA,Merriam Park,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2017,0
NA,NA,NA,NA,NA,Rice Street,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rice Street,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rice Street,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rice Street,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,19269
NA,NA,NA,NA,NA,Rice Street,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2017,214399
NA,NA,NA,NA,NA,Rice Street,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rice Street,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rice Street,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2017,30492
NA,NA,NA,NA,NA,Rice Street,NA,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2017,19039
NA,NA,NA,NA,NA,Rice Street,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,34934
NA,NA,NA,NA,NA,Rice Street,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,239
NA,NA,NA,NA,NA,Rice Street,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,3115
NA,NA,NA,NA,NA,Rice Street,P18M,Yound Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,61
NA,NA,NA,NA,NA,Rice Street,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,466
NA,NA,NA,NA,NA,Rice Street,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,37716
NA,NA,NA,NA,NA,Rice Street,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,112
NA,NA,NA,NA,NA,Rice Street,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,725
NA,NA,NA,NA,NA,Rice Street,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rice Street,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,72650
NA,NA,NA,NA,NA,Rice Street,NA,Total Programs (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rice Street,NA,Total Attendance (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rice Street,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,32883
NA,NA,NA,NA,NA,Rice Street,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rice Street,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,8567
NA,NA,NA,NA,NA,Rice Street,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rice Street,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rice Street,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,43945
NA,NA,NA,NA,NA,Rice Street,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rice Street,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2017,35
NA,NA,NA,NA,NA,Rice Street,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2017,8
NA,NA,NA,NA,NA,Riverview,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Riverview,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Riverview,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Riverview,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,10525
NA,NA,NA,NA,NA,Riverview,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2017,94511
NA,NA,NA,NA,NA,Riverview,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Riverview,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Riverview,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2017,11889
NA,NA,NA,NA,NA,Riverview,NA,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2017,10073
NA,NA,NA,NA,NA,Riverview,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,29876
NA,NA,NA,NA,NA,Riverview,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,128
NA,NA,NA,NA,NA,Riverview,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,1470
NA,NA,NA,NA,NA,Riverview,P18M,Yound Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,29
NA,NA,NA,NA,NA,Riverview,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,365
NA,NA,NA,NA,NA,Riverview,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,28464
NA,NA,NA,NA,NA,Riverview,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,26
NA,NA,NA,NA,NA,Riverview,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,752
NA,NA,NA,NA,NA,Riverview,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Riverview,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,58340
NA,NA,NA,NA,NA,Riverview,NA,Total Programs (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Riverview,NA,Total Attendance (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Riverview,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,20315
NA,NA,NA,NA,NA,Riverview,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Riverview,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,5525
NA,NA,NA,NA,NA,Riverview,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Riverview,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Riverview,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,28654
NA,NA,NA,NA,NA,Riverview,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Riverview,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2017,15
NA,NA,NA,NA,NA,Riverview,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2017,1
NA,NA,NA,NA,NA,St. Anthony Park,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Anthony Park,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Anthony Park,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Anthony Park,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,13435
NA,NA,NA,NA,NA,St. Anthony Park,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2017,96766
NA,NA,NA,NA,NA,St. Anthony Park,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Anthony Park,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Anthony Park,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2017,6882
NA,NA,NA,NA,NA,St. Anthony Park,NA,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,NA,2017,7279
NA,NA,NA,NA,NA,St. Anthony Park,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,71073
NA,NA,NA,NA,NA,St. Anthony Park,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,287
NA,NA,NA,NA,NA,St. Anthony Park,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,13572
NA,NA,NA,NA,NA,St. Anthony Park,P18M,Yound Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,30
NA,NA,NA,NA,NA,St. Anthony Park,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,434
NA,NA,NA,NA,NA,St. Anthony Park,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,55874
NA,NA,NA,NA,NA,St. Anthony Park,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,189
NA,NA,NA,NA,NA,St. Anthony Park,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,2200
NA,NA,NA,NA,NA,St. Anthony Park,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Anthony Park,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,126947
NA,NA,NA,NA,NA,St. Anthony Park,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,30464
NA,NA,NA,NA,NA,St. Anthony Park,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Anthony Park,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,3747
NA,NA,NA,NA,NA,St. Anthony Park,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Anthony Park,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Anthony Park,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,37624
NA,NA,NA,NA,NA,St. Anthony Park,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Anthony Park,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2017,16
NA,NA,NA,NA,NA,St. Anthony Park,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2017,1
NA,NA,NA,NA,NA,St. Paul Bookmobile,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Paul Bookmobile,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Paul Bookmobile,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Paul Bookmobile,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,9386
NA,NA,NA,NA,NA,St. Paul Bookmobile,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2017,134368
NA,NA,NA,NA,NA,St. Paul Bookmobile,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Paul Bookmobile,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Paul Bookmobile,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Paul Bookmobile,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,63333
NA,NA,NA,NA,NA,St. Paul Bookmobile,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,1345
NA,NA,NA,NA,NA,St. Paul Bookmobile,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,30537
NA,NA,NA,NA,NA,St. Paul Bookmobile,P18M,Young Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,0
NA,NA,NA,NA,NA,St. Paul Bookmobile,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,0
NA,NA,NA,NA,NA,St. Paul Bookmobile,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,34127
NA,NA,NA,NA,NA,St. Paul Bookmobile,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,0
NA,NA,NA,NA,NA,St. Paul Bookmobile,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,0
NA,NA,NA,NA,NA,St. Paul Bookmobile,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Paul Bookmobile,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,97460
NA,NA,NA,NA,NA,St. Paul Bookmobile,NA,Total Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Paul Bookmobile,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,13343
NA,NA,NA,NA,NA,St. Paul Bookmobile,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Paul Bookmobile,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,3785
NA,NA,NA,NA,NA,St. Paul Bookmobile,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Paul Bookmobile,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Paul Bookmobile,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,17589
NA,NA,NA,NA,NA,St. Paul Bookmobile,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,St. Paul Bookmobile,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2017,0
NA,NA,NA,NA,NA,St. Paul Bookmobile,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2017,2
NA,NA,NA,NA,NA,Rondo Community Outreach,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rondo Community Outreach,P02aM,Registered Borrowers - Residents,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rondo Community Outreach,P02bM,Registered Borrowers - Reciprocal,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rondo Community Outreach,P02cM,Total Registered Borrowers (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,38586
NA,NA,NA,NA,NA,Rondo Community Outreach,P04M,Library Visits,NA,NA,NA,NA,NA,NA,NA,NA,2017,218205
NA,NA,NA,NA,NA,Rondo Community Outreach,P06M,Reference Transactions,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rondo Community Outreach,P08M,Stations,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rondo Community Outreach,P09M,Users of Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2017,36171
NA,NA,NA,NA,NA,Rondo Community Outreach,P15M,Children's Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,31248
NA,NA,NA,NA,NA,Rondo Community Outreach,P16M,Children's Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,119
NA,NA,NA,NA,NA,Rondo Community Outreach,P17M,Children's Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,1647
NA,NA,NA,NA,NA,Rondo Community Outreach,P18M,Yound Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,26
NA,NA,NA,NA,NA,Rondo Community Outreach,P19M,Young Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,368
NA,NA,NA,NA,NA,Rondo Community Outreach,P20M,Adult Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,39654
NA,NA,NA,NA,NA,Rondo Community Outreach,P21M,Adult Library Programs,NA,NA,NA,NA,NA,NA,NA,NA,2017,261
NA,NA,NA,NA,NA,Rondo Community Outreach,P22M,Adult Program Attendance,NA,NA,NA,NA,NA,NA,NA,NA,2017,3736
NA,NA,NA,NA,NA,Rondo Community Outreach,P23M,Other Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rondo Community Outreach,P24M,Total Circulation,NA,NA,NA,NA,NA,NA,NA,NA,2017,70902
NA,NA,NA,NA,NA,Rondo Community Outreach,C01M,Print Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,66206
NA,NA,NA,NA,NA,Rondo Community Outreach,C02M,Audio Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rondo Community Outreach,C03M,Video Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,14898
NA,NA,NA,NA,NA,Rondo Community Outreach,C04M,Multi-format Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rondo Community Outreach,C05M,Other Physical Materials,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rondo Community Outreach,C06M,Total Materials (Manually Input),NA,NA,NA,NA,NA,NA,NA,NA,2017,87024
NA,NA,NA,NA,NA,Rondo Community Outreach,C07M,Print Serial Subscriptions,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
NA,NA,NA,NA,NA,Rondo Community Outreach,NA,Public Internet Computers,NA,NA,NA,NA,NA,NA,NA,NA,2017,82
NA,NA,NA,NA,NA,Rondo Community Outreach,NA,Mobile Devices,NA,NA,NA,NA,NA,NA,NA,NA,2017,8
NA,NA,NA,NA,NA,Central,P01M,Population of the Legal Service Area,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
